ac_id,us_id,epic_id,squad,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-11-005-01,US-DG-11-005,EPIC-DG-11,observability,"API emits spans for `POST /v1/scans`, DB queries as child spans where practical (Architecture §26.2, §35).","Verify the behaviour described in AC-DG-11-005-01: API emits spans for `POST /v1/scans`, DB queries as child spans where practical (Architecture §26.2, §35).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-005-01,TC-DG-11-005-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-005-01"") or Xray/TestRail key == ac_id","Architecture §26.2, §35"
AC-DG-11-005-02,US-DG-11-005,EPIC-DG-11,observability,Worker emits spans per LangGraph node name matching Architecture trace hierarchy §7.1.,Verify the behaviour described in AC-DG-11-005-02: Worker emits spans per LangGraph node name matching Architecture trace hierarchy §7.1.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-005-02,TC-DG-11-005-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-005-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-005-03,US-DG-11-005,EPIC-DG-11,observability,"Trace context propagates `scan_id`, `tenant_id` attributes (non-secret).","Verify the behaviour described in AC-DG-11-005-03: Trace context propagates `scan_id`, `tenant_id` attributes (non-secret).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-005-03,TC-DG-11-005-03.2,"pytest marker @pytest.mark.req(""AC-DG-11-005-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-006-01,US-DG-11-006,EPIC-DG-11,observability,Startup or first-use logs resolved prompt revision for `deepguard/athena-*` style keys.,Verify the behaviour described in AC-DG-11-006-01: Startup or first-use logs resolved prompt revision for `deepguard/athena-*` style keys.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-006-01,TC-DG-11-006-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-006-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-006-02,US-DG-11-006,EPIC-DG-11,observability,Offline mode uses bundled prompt pack with version file (EPIC-DG-13).,Verify the behaviour described in AC-DG-11-006-02: Offline mode uses bundled prompt pack with version file (EPIC-DG-13).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-006-02,TC-DG-11-006-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-006-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-006-03,US-DG-11-006,EPIC-DG-11,observability,Prompt change triggers cache invalidation per §9.4 semantic cache rules.,Verify the behaviour described in AC-DG-11-006-03: Prompt change triggers cache invalidation per §9.4 semantic cache rules.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable. | 4. Repeat with invalid input or unauthorised actor and assert stable error_code / no side effects.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-006-03,TC-DG-11-006-03.2,"pytest marker @pytest.mark.req(""AC-DG-11-006-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-007-01,US-DG-11-007,EPIC-DG-11,observability,"Metrics exported: `cache_l1_hit_total`, `semantic_cache_hit_total`, etc. (names documented).","Verify the behaviour described in AC-DG-11-007-01: Metrics exported: `cache_l1_hit_total`, `semantic_cache_hit_total`, etc. (names documented).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-007-01,TC-DG-11-007-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-007-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-007-02,US-DG-11-007,EPIC-DG-11,observability,Per-tenant labels on cost metrics but not on raw code content metrics (privacy).,Verify the behaviour described in AC-DG-11-007-02: Per-tenant labels on cost metrics but not on raw code content metrics (privacy).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-007-02,TC-DG-11-007-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-007-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-007-03,US-DG-11-007,EPIC-DG-11,observability,Dashboard template JSON checked into `infra/` or `docs/` (optional).,Verify the behaviour described in AC-DG-11-007-03: Dashboard template JSON checked into `infra/` or `docs/` (optional).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-11-007-03,TC-DG-11-007-03.2,"pytest marker @pytest.mark.req(""AC-DG-11-007-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-008-01,US-DG-11-008,EPIC-DG-11,observability,Retention job deletes or archives traces per tenant policy default 1y with legal hold override.,Verify the behaviour described in AC-DG-11-008-01: Retention job deletes or archives traces per tenant policy default 1y with legal hold override.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-008-01,TC-DG-11-008-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-008-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-008-02,US-DG-11-008,EPIC-DG-11,observability,Encryption uses app-level AES-256 or pgcrypto as decided in ADR (Architecture §23.1 Q9).,Verify the behaviour described in AC-DG-11-008-02: Encryption uses app-level AES-256 or pgcrypto as decided in ADR (Architecture §23.1 Q9).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-008-02,TC-DG-11-008-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-008-02"") or Xray/TestRail key == ac_id",Architecture §23.1 Q9
AC-DG-11-008-03,US-DG-11-008,EPIC-DG-11,observability,Export of raw traces requires `admin` + break-glass logging (EPIC-DG-03).,Verify the behaviour described in AC-DG-11-008-03: Export of raw traces requires `admin` + break-glass logging (EPIC-DG-03).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-008-03,TC-DG-11-008-03.2,"pytest marker @pytest.mark.req(""AC-DG-11-008-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-009-01,US-DG-11-009,EPIC-DG-11,observability,"When `LANGCHAIN_TRACING_V2=false`, no LangSmith network calls occur (verified by integration test with network deny).","Verify the behaviour described in AC-DG-11-009-01: When `LANGCHAIN_TRACING_V2=false`, no LangSmith network calls occur (verified by integration test with network deny).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-11-009-01,TC-DG-11-009-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-009-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-009-02,US-DG-11-009,EPIC-DG-11,observability,LangFuse host configurable; missing keys disable handler without error on startup.,Verify the behaviour described in AC-DG-11-009-02: LangFuse host configurable; missing keys disable handler without error on startup.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-009-02,TC-DG-11-009-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-009-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-009-03,US-DG-11-009,EPIC-DG-11,observability,Dual-sink order documented if both enabled (Architecture §8.2).,Verify the behaviour described in AC-DG-11-009-03: Dual-sink order documented if both enabled (Architecture §8.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-009-03,TC-DG-11-009-03.2,"pytest marker @pytest.mark.req(""AC-DG-11-009-03"") or Xray/TestRail key == ac_id",Architecture §8.2
AC-DG-11-010-01,US-DG-11-010,EPIC-DG-11,observability,Retry rate computed per scan and aggregated per tenant hourly.,Verify the behaviour described in AC-DG-11-010-01: Retry rate computed per scan and aggregated per tenant hourly.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-010-01,TC-DG-11-010-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-010-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-010-02,US-DG-11-010,EPIC-DG-11,observability,Alert includes top contributing `agent_id` and `error_code` histogram.,Verify the behaviour described in AC-DG-11-010-02: Alert includes top contributing `agent_id` and `error_code` histogram.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-11-010-02,TC-DG-11-010-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-010-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-11-010-03,US-DG-11-010,EPIC-DG-11,observability,Silencing / maintenance window supported via standard alertmanager pattern (optional).,Verify the behaviour described in AC-DG-11-010-03: Silencing / maintenance window supported via standard alertmanager pattern (optional).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-11.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-11-010-03,TC-DG-11-010-03.2,"pytest marker @pytest.mark.req(""AC-DG-11-010-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-001-01,US-DG-12-001,EPIC-DG-12,frontend,OIDC login establishes session; JWT forwarded to API on each request (maps EPIC-DG-03).,Verify the behaviour described in AC-DG-12-001-01: OIDC login establishes session; JWT forwarded to API on each request (maps EPIC-DG-03).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-001-01,TC-DG-12-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-12-001-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-001-02,US-DG-12-001,EPIC-DG-12,frontend,Tenant switcher (if permitted) only lists authorised tenants; default from token `tenant_id`.,Verify the behaviour described in AC-DG-12-001-02: Tenant switcher (if permitted) only lists authorised tenants; default from token `tenant_id`.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-001-02,TC-DG-12-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-12-001-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-002-01,US-DG-12-002,EPIC-DG-12,frontend,"Table columns include `scan_id`, `repo`, `status`, `current_stage`, `percent_complete`, `updated_at`.","Verify the behaviour described in AC-DG-12-002-01: Table columns include `scan_id`, `repo`, `status`, `current_stage`, `percent_complete`, `updated_at`.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-002-01,TC-DG-12-002-01.2,"pytest marker @pytest.mark.req(""AC-DG-12-002-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-002-02,US-DG-12-002,EPIC-DG-12,frontend,Row actions deep-link to scan detail (`/scans/:id`).,Verify the behaviour described in AC-DG-12-002-02: Row actions deep-link to scan detail (`/scans/:id`).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-002-02,TC-DG-12-002-02.2,"pytest marker @pytest.mark.req(""AC-DG-12-002-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-002-03,US-DG-12-002,EPIC-DG-12,frontend,Polling interval backs off when tab inactive (performance NFR).,Verify the behaviour described in AC-DG-12-002-03: Polling interval backs off when tab inactive (performance NFR).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-12-002-03,TC-DG-12-002-03.2,"pytest marker @pytest.mark.req(""AC-DG-12-002-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-003-01,US-DG-12-003,EPIC-DG-12,frontend,Timeline binds to `GET /v1/scans/{id}` fields; handles `AWAITING_REVIEW` with resume CTA for authorised roles.,Verify the behaviour described in AC-DG-12-003-01: Timeline binds to `GET /v1/scans/{id}` fields; handles `AWAITING_REVIEW` with resume CTA for authorised roles.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-003-01,TC-DG-12-003-01.2,"pytest marker @pytest.mark.req(""AC-DG-12-003-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-003-02,US-DG-12-003,EPIC-DG-12,frontend,Cancel button calls `POST …/cancel` and disables when terminal (EPIC-DG-01/02).,Verify the behaviour described in AC-DG-12-003-02: Cancel button calls `POST …/cancel` and disables when terminal (EPIC-DG-01/02).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-12-003-02,TC-DG-12-003-02.2,"pytest marker @pytest.mark.req(""AC-DG-12-003-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-004-01,US-DG-12-004,EPIC-DG-12,frontend,Uses paginated findings API with cursor preservation in URL query.,Verify the behaviour described in AC-DG-12-004-01: Uses paginated findings API with cursor preservation in URL query.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-004-01,TC-DG-12-004-01.2,"pytest marker @pytest.mark.req(""AC-DG-12-004-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-004-02,US-DG-12-004,EPIC-DG-12,frontend,Evidence opens read-only code viewer; never exposes raw presigned URL in logs.,Verify the behaviour described in AC-DG-12-004-02: Evidence opens read-only code viewer; never exposes raw presigned URL in logs.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-004-02,TC-DG-12-004-02.2,"pytest marker @pytest.mark.req(""AC-DG-12-004-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-004-03,US-DG-12-004,EPIC-DG-12,frontend,Bulk select exports minimal JSON/CSV schema versioned `v1`.,Verify the behaviour described in AC-DG-12-004-03: Bulk select exports minimal JSON/CSV schema versioned `v1`.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-004-03,TC-DG-12-004-03.2,"pytest marker @pytest.mark.req(""AC-DG-12-004-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-005-01,US-DG-12-005,EPIC-DG-12,frontend,Download uses artefact endpoint; handles `302` redirect transparently to browser.,Verify the behaviour described in AC-DG-12-005-01: Download uses artefact endpoint; handles `302` redirect transparently to browser.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-005-01,TC-DG-12-005-01.2,"pytest marker @pytest.mark.req(""AC-DG-12-005-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-12-005-02,US-DG-12-005,EPIC-DG-12,frontend,UI displays checksum from API metadata (EPIC-DG-02/10).,Verify the behaviour described in AC-DG-12-005-02: UI displays checksum from API metadata (EPIC-DG-02/10).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-12.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-12-005-02,TC-DG-12-005-02.2,"pytest marker @pytest.mark.req(""AC-DG-12-005-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
